name,category,ingredient_number,ingredient,amount
Hennessy Martini,Cocktail Classics,2,Lemon Juice,0.5
Vodka Daisy,Vodka,1,Vodka,2
Vodka Daisy,Vodka,2,Fresh lemon juice,1
Vodka Daisy,Vodka,3,Simple Syrup,0.5
Vodka Daisy,Vodka,4,Grenadine,1
Heavenly Dram,Whiskies,1,Single-malt Scotch whisky,2
Heavenly Dram,Whiskies,2,Pedro Ximenez sherry,0.5
Heavenly Dram,Whiskies,3,Fresh lemon juice,0.75
Heavenly Dram,Whiskies,4,Honey Syrup,0.25
Classic Cocktail,Cocktail Classics,1,Juice of a Lemon,0.25
Classic Cocktail,Cocktail Classics,2,Curacao,1.5
Classic Cocktail,Cocktail Classics,3,Maraschino,1.5
Classic Cocktail,Cocktail Classics,4,Brandy,1
Cherry Sling,Cocktail Classics,1,cherry-flavored brandy,2
Cherry Sling,Cocktail Classics,2,Juice of a Lemon,0.5
Cherry Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Cherry Fizz,Cocktail Classics,2,cherry-flavored brandy,2
Vodka Cooler,Vodka,1,Vodka,2
Vodka Cooler,Vodka,2,Simple Syrup,0.5
Carrol Cocktail,Cocktail Classics,1,Brandy,1.5
Carrol Cocktail,Cocktail Classics,2,Sweet Vermouth,0.75
Button Hook Cocktail,Cocktail Classics,1,Creme de Menthe (White),0.5
Button Hook Cocktail,Cocktail Classics,2,Apricot Flavored Brandy,0.5
Button Hook Cocktail,Cocktail Classics,3,Anisette,0.5
Button Hook Cocktail,Cocktail Classics,4,Brandy,0.5
Bull's Eye,Cocktail Classics,1,Brandy,1
Bull's Eye,Cocktail Classics,2,Hard cider,2
Brantini,Cocktail Classics,1,Brandy,1.5
Brantini,Cocktail Classics,2,Gin,1
Brantini,Cocktail Classics,3,Dry Vermouth,1
Heather's Kiss,Whiskies,1,Blended Scotch Whiskey,2.25
Heather's Kiss,Whiskies,2,Fresh lemon juice,0.5
Heather's Kiss,Whiskies,3,Agave nectar,0.25
Heather's Kiss,Whiskies,4,Absinthe,1
Brandy Squirt,Cocktail Classics,1,Brandy,1.5
Brandy Squirt,Cocktail Classics,2,Powdered Sugar,1
Brandy Squirt,Cocktail Classics,3,Grenadine,1
Brandy and Soda,Cocktail Classics,1,Brandy,2
Brandy Milk Punch,Cocktail Classics,1,Powdered Sugar,1
Brandy Milk Punch,Cocktail Classics,2,Brandy,2
Brandy Milk Punch,Cocktail Classics,3,Milk,1
Vodka Collins,Vodka,1,Vodka,2
Vodka Collins,Vodka,2,Fresh lemon juice,0.75
Vodka Collins,Vodka,3,Simple Syrup,0.75
Brandy Crusta Cocktail,Cocktail Classics,1,Maraschino,1
Brandy Crusta Cocktail,Cocktail Classics,2,Bitters,0.02
Brandy Crusta Cocktail,Cocktail Classics,3,Lemon Juice,1
Brandy Crusta Cocktail,Cocktail Classics,4,Triple Sec,0.5
Brandy Crusta Cocktail,Cocktail Classics,5,Brandy,2
Heather Blush,Whiskies,1,Blended Scotch Whiskey,1
Heather Blush,Whiskies,2,Strawberry liqueur,1
Heather Blush,Whiskies,3,Chilled sparkling wine,3
Jack Maples,Brandy,1,Applejack,2
Jack Maples,Brandy,2,maple syrup (grade B or medium-amber),1
Jack Maples,Brandy,3,Aromatic bitters,0.02
Brandy Alexander,Cocktail Classics,1,Creme de Cacao (Brown),0.5
Brandy Alexander,Cocktail Classics,2,Brandy,0.5
Brandy Alexander,Cocktail Classics,3,Heavy cream,0.5
Vodka and Tonic,Vodka,1,Vodka,2
Apricot Cocktail,Cocktail Classics,1,Juice of a Lemon,0.25
Apricot Cocktail,Cocktail Classics,2,Juice of Orange,0.25
Apricot Cocktail,Cocktail Classics,3,Apricot Flavored Brandy,1.5
Apricot Cocktail,Cocktail Classics,4,Gin,1
Alexander Cocktail No. 2,Cocktail Classics,1,Creme de Cacao (White),1
Alexander Cocktail No. 2,Cocktail Classics,2,Brandy,1
Alexander Cocktail No. 2,Cocktail Classics,3,Light cream,1
After Dinner Cocktail,Cocktail Classics,1,Apricot Flavored Brandy,1
After Dinner Cocktail,Cocktail Classics,2,Triple Sec,1
After Dinner Cocktail,Cocktail Classics,3,Juice of a Lime,1
Harvest Moon,Whiskies,1,Straight rye whiskey,1.5
Harvest Moon,Whiskies,2,Lillet Blanc,1
Harvest Moon,Whiskies,3,Apple Brandy,0.5
Harvest Moon,Whiskies,4,Green Chartreuse,0.25
Harvest Moon,Whiskies,5,Angostura Bitters,0.04
Red Raider,Cocktail Classics,1,Bourbon,1
Red Raider,Cocktail Classics,2,Triple Sec,0.5
Red Raider,Cocktail Classics,3,Lemon Juice,1
Red Raider,Cocktail Classics,4,Grenadine,1
Vodka and Apple Juice,Vodka,1,Vodka,2
Mint Julep (Southern Style),Cocktail Classics,1,springs mint,NA
Mint Julep (Southern Style),Cocktail Classics,2,Powdered Sugar,1
Mint Julep (Southern Style),Cocktail Classics,3,Water,2
Mint Julep (Southern Style),Cocktail Classics,4,Bourbon,2.5
Limestone,Cocktail Classics,1,Bourbon,1.5
Grounds For Divorce,Whiskies,1,Straight rye whiskey,1.5
Grounds For Divorce,Whiskies,2,Kirschwasser,0.75
Grounds For Divorce,Whiskies,3,Cynar,0.25
Grounds For Divorce,Whiskies,4,Amaro,0.5
Gentleman's Cocktail,Cocktail Classics,1,Bourbon,1.5
Gentleman's Cocktail,Cocktail Classics,2,Brandy,0.5
Gentleman's Cocktail,Cocktail Classics,3,Creme de Menthe,0.5
Dixie Julep,Cocktail Classics,1,Powdered Sugar,1
Dixie Julep,Cocktail Classics,2,Bourbon,2.5
Victory Collins,Vodka,1,Vodka,1.5
Victory Collins,Vodka,2,Unsweetened Grape Juice,2
Victory Collins,Vodka,3,Fresh lemon juice,1
Victory Collins,Vodka,4,Simple Syrup,0.5
Buddy's Favorite,Cocktail Classics,1,Bourbon,1.5
Buddy's Favorite,Cocktail Classics,2,Cold Water,6
Bourbon On The Rocks,Cocktail Classics,1,Bourbon,2
Bourbon Cobbler,Cocktail Classics,1,Bourbon,2.5
Bourbon Cobbler,Cocktail Classics,2,Lemon Juice,1
Bourbon Cobbler,Cocktail Classics,3,Grapefruit Juice,2
Bourbon Cobbler,Cocktail Classics,4,Almond extract,1.5
Bourbon and Water,Cocktail Classics,1,Bourbon,2
Bourbon and Water,Cocktail Classics,2,Water,4
Greenpoint,Whiskies,1,Straight rye whiskey,2
Greenpoint,Whiskies,2,Yellow Chartreuse,0.5
Greenpoint,Whiskies,3,Sweet Vermouth,0.5
Greenpoint,Whiskies,4,Angostura Bitters,0.02
Greenpoint,Whiskies,5,Orange Bitters,0.02
Yellowjacket,Non-alcoholic Drinks,1,Pineapple Juice,2
Yellowjacket,Non-alcoholic Drinks,2,Orange Juice,2
Yellowjacket,Non-alcoholic Drinks,3,Lemon Juice,0.5
Velvet Peach Hammer,Vodka,1,Vodka,1.75
Velvet Peach Hammer,Vodka,2,Peach schnapps,0.75
Velvet Peach Hammer,Vodka,3,Simple Syrup,0.25
Velvet Peach Hammer,Vodka,4,Fresh lemon juice,0.5
Grandfather,Whiskies,1,Bourbon whiskey,1
Grandfather,Whiskies,2,Applejack,1
Grandfather,Whiskies,3,Sweet Vermouth,1
Grandfather,Whiskies,4,Angostura Bitters,0.02
Grandfather,Whiskies,5,Peychaud's Bitters,0.02
Goldrush,Whiskies,1,Bourbon whiskey,2
Goldrush,Whiskies,2,Fresh lemon juice,0.75
Goldrush,Whiskies,3,Honey Syrup,1
Sake Martini,Cocktail Classics,1,Sake,1
Sake Martini,Cocktail Classics,2,Mr. Boston Gin,3
Godfather,Whiskies,1,Blended Scotch Whiskey,1.5
Godfather,Whiskies,2,Amaretto,0.75
Jack-In-The-Box,Brandy,1,Applejack,1
Jack-In-The-Box,Brandy,2,Pineapple Juice,1
Jack-In-The-Box,Brandy,3,Angostura Bitters,0.02
Saronno,Cocktail Classics,1,Amaretto di Saronno,1
Saronno,Cocktail Classics,2,Mr. Boston Five Star Brandy,1
Saronno,Cocktail Classics,3,Light cream,1
Saronno Colada (Nutty Colada),Cocktail Classics,1,Amaretto di Saronno,3
Saronno Colada (Nutty Colada),Cocktail Classics,2,Coconut Milk,3
Saronno Colada (Nutty Colada),Cocktail Classics,3,Crushed Pineapple,3
Saronno Mist,Cocktail Classics,1,Amaretto di Saronno,1.5
Saronno Rose,Cocktail Classics,1,Amaretto di Saronno,1.5
Saronno Rose,Cocktail Classics,2,Roses Lime Juice,0.5
Saronno Rose,Cocktail Classics,3,Club Soda,1
Gilchrist,Whiskies,1,Blended Scotch Whiskey,1.5
Gilchrist,Whiskies,2,Pear brandy,0.75
Gilchrist,Whiskies,3,Grapefruit Juice,0.75
Gilchrist,Whiskies,4,Amaro,0.5
Gilchrist,Whiskies,5,Grapefruit bitters,0.04
Frisco Sour,Whiskies,1,Bourbon or Rye Whiskey,2
Frisco Sour,Whiskies,2,Fresh lemon juice,0.75
Frisco Sour,Whiskies,3,Fresh Lime Juice,0.5
Frisco Sour,Whiskies,4,Benedictine,0.5
Frisco Sour,Whiskies,5,Lemon and lime wheels,1
Fratelli Cocktail,Whiskies,1,Straight rye whiskey,2
Fratelli Cocktail,Whiskies,2,Sweet Vermouth,0.5
Fratelli Cocktail,Whiskies,3,Yellow Chartreuse,0.5
Fratelli Cocktail,Whiskies,4,Fernet-Branca,0.25
Francis The Mule,Whiskies,1,Bourbon whiskey,2
Francis The Mule,Whiskies,2,Coffee liqueur,0.5
Francis The Mule,Whiskies,3,Fresh lemon juice,0.5
Francis The Mule,Whiskies,4,orgeat or almond syrup,0.25
Francis The Mule,Whiskies,5,Orange Bitters,0.04
Fox River Cocktail,Whiskies,1,Bourbon or Rye Whiskey,2
Fox River Cocktail,Whiskies,2,Dark creme de cacao,0.5
Fox River Cocktail,Whiskies,3,Angostura Bitters,0.08
Flying Scotchman,Whiskies,1,Blended Scotch Whiskey,1
Flying Scotchman,Whiskies,2,Sweet Vermouth,1
Flying Scotchman,Whiskies,3,Angostura Bitters,0.02
Flying Scotchman,Whiskies,4,Simple Syrup,0.25
The Final Ward,Whiskies,1,Straight rye whiskey,0.75
The Final Ward,Whiskies,2,Maraschino liqueur,0.75
The Final Ward,Whiskies,3,Green Chartreuse,0.75
The Final Ward,Whiskies,4,Fresh lemon juice,0.75
Martini,Cocktail Classics,1,Mr. Boston Gin,1.5
Martini,Cocktail Classics,2,Dry Vermouth,0.75
Fancy Whiskey,Whiskies,1,Bourbon or rye whiskey,2
Fancy Whiskey,Whiskies,2,Angostura Bitters,0.02
Fancy Whiskey,Whiskies,3,Triple Sec,0.25
Fancy Whiskey,Whiskies,4,Simple Syrup,0.25
Fancy Whiskey,Whiskies,5,Lemon twist,1
Mandarine Sour,Cocktail Classics,1,Mandarine Napoleon Liqueur,2
Mandarine Sour,Cocktail Classics,2,Lemon Juice,1
Mandarine Mist,Cocktail Classics,1,Mandarine Napoleon Liqueur,1.5
Underneath The Mango Tree,Vodka,1,"Lime wedge, Sweet Chili Powder",NA
Underneath The Mango Tree,Vodka,2,Mango-flavored vodka,1
Underneath The Mango Tree,Vodka,3,Peach liqueur,0.5
Underneath The Mango Tree,Vodka,4,Fresh Lime Juice,0.75
Underneath The Mango Tree,Vodka,5,Simple Syrup,0.5
Underneath The Mango Tree,Vodka,6,Ginger ale,2
Fancy-Free Cocktail,Whiskies,1,Bourbon whiskey,2
Fancy-Free Cocktail,Whiskies,2,Maraschino liqueur,0.5
Fancy-Free Cocktail,Whiskies,3,Angostura Bitters,0.02
Fancy-Free Cocktail,Whiskies,4,Orange Bitters,0.02
Honeymoon Cocktail,Brandy,1,Apple Brandy,0.75
Honeymoon Cocktail,Brandy,2,Benedictine,0.75
Honeymoon Cocktail,Brandy,3,Fresh lemon juice,0.75
Honeymoon Cocktail,Brandy,4,Triple Sec,0.5
Twister,Vodka,1,Vodka,2
Twister,Vodka,2,Fresh Lime Juice,0.5
Everybody's Irish Cocktail,Whiskies,1,Irish Whiskey,2
Everybody's Irish Cocktail,Whiskies,2,Green creme de menthe,1
Everybody's Irish Cocktail,Whiskies,3,Green Chartreuse,1
Everybody's Irish Cocktail,Whiskies,4,Green olive,1
Trident,Vodka,1,Aquavit or vodka,1
Trident,Vodka,2,Cynar,0.5
Trident,Vodka,3,Dry Sherry,1
Trident,Vodka,4,Peach bitters,0.04
Top Banana,Vodka,1,Vodka,1
Top Banana,Vodka,2,Creme de banana,1
Top Banana,Vodka,3,Orange juice,2
Emperor Norton's Mistress,Whiskies,1,"Fresh strawberries, cut in halves",3
Emperor Norton's Mistress,Whiskies,2,Bourbon whiskey,1.5
Emperor Norton's Mistress,Whiskies,3,Vanilla liqueur,0.5
Emperor Norton's Mistress,Whiskies,4,Triple Sec,0.25
Easterner,Whiskies,1,Straight rye whiskey,2
Easterner,Whiskies,2,Fresh grapefruit juice,1
Easterner,Whiskies,3,Maple Syrup,0.5
Toasted Drop,Vodka,1,"Lemon wedge, Cinnamon Sugar",NA
Toasted Drop,Vodka,2,Citrus-flavored vodka,1.5
Toasted Drop,Vodka,3,Limoncello,0.75
Toasted Drop,Vodka,4,Amaretto,0.25
Toasted Drop,Vodka,5,Fresh lemon juice,0.75
Toasted Drop,Vodka,6,Egg White,1
Eastern Sour,Whiskies,1,Bourbon whiskey,2
Eastern Sour,Whiskies,2,Orange juice,1.5
Eastern Sour,Whiskies,3,Fresh Lime Juice,1
Eastern Sour,Whiskies,4,orgeat or almond syrup,0.25
Eastern Sour,Whiskies,5,Simple Syrup,0.25
K. C. B. Cocktail,Cocktail Classics,1,Kummel,0.5
K. C. B. Cocktail,Cocktail Classics,2,Mr. Boston Gin,1.5
K. C. B. Cocktail,Cocktail Classics,3,Mr. Boston Apricot Flavored Brandy,0.25
K. C. B. Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Easter Elchies,Whiskies,1,Single-malt Scotch whisky,2
Easter Elchies,Whiskies,2,Cherry Heering,0.5
Easter Elchies,Whiskies,3,Punt e Mes,0.5
Easter Elchies,Whiskies,4,Orange Bitters,0.02
Dufftown Flip,Whiskies,1,Blended Scotch Whiskey,2
Dufftown Flip,Whiskies,2,Port,0.5
Dufftown Flip,Whiskies,3,Demerara Syrup,0.5
Dufftown Flip,Whiskies,4,Almond milk,0.5
Dufftown Flip,Whiskies,5,Whole Egg,1
Harvard Cooler,Brandy,1,Apple Brandy,2
Harvard Cooler,Brandy,2,Simple Syrup,0.5
The Duboudreau Cocktail,Whiskies,1,Straight rye whiskey,2
The Duboudreau Cocktail,Whiskies,2,Dubonnet Rouge,0.75
The Duboudreau Cocktail,Whiskies,3,Fernet-Branca,0.25
The Duboudreau Cocktail,Whiskies,4,Elderflower liqueur,0.25
Irish Whisky,Cocktail Classics,1,Mr. Boston Triple Sec,0.5
Irish Whisky,Cocktail Classics,2,Absinthe Substitute,0.5
Irish Whisky,Cocktail Classics,3,Maraschino,0.25
Irish Whisky,Cocktail Classics,4,Bitters,0.02
Irish Whisky,Cocktail Classics,5,Irish Whiskey,2
Dubliner,Whiskies,1,Irish Whiskey,2
Dubliner,Whiskies,2,Sweet Vermouth,0.5
Dubliner,Whiskies,3,Grand Marnier,0.5
Dubliner,Whiskies,4,Orange Bitters,0.04
Double Standard Sour,Whiskies,1,Rye or bourbon whiskey,0.75
Double Standard Sour,Whiskies,2,Gin,0.75
Double Standard Sour,Whiskies,3,Fresh lemon juice,1
Double Standard Sour,Whiskies,4,White creme de menthe,0.5
Double Standard Sour,Whiskies,5,Grenadine,0.5
Double Standard Sour,Whiskies,6,Simple Syrup,0.25
Dixie Whiskey Cocktail,Whiskies,1,Bourbon whiskey,2
Dixie Whiskey Cocktail,Whiskies,2,White creme de menthe,0.5
Dixie Whiskey Cocktail,Whiskies,3,Triple Sec,0.5
Dixie Whiskey Cocktail,Whiskies,4,Simple Syrup,0.25
Dixie Whiskey Cocktail,Whiskies,5,Angostura Bitters,0.02
Hill Billy Highball,Cocktail Classics,1,Georgia Moon Corn Whiskey,2
The Titian,Vodka,1,Orange-flavored vodka,1
The Titian,Vodka,2,Grand Marnier,0.5
The Titian,Vodka,3,Passion Fruit Juice,1
The Titian,Vodka,4,Fresh Lime Juice,0.5
The Titian,Vodka,5,Pomegranate syrup,0.5
Tiger Tanaka,Vodka,1,Fresh cilantro leaves,3
Tiger Tanaka,Vodka,2,Slice peeled fresh ginger,1
Tiger Tanaka,Vodka,3,Citrus-flavored vodka,2
Tiger Tanaka,Vodka,4,Limoncello,0.5
Tiger Tanaka,Vodka,5,Pineapple Juice,0.75
Grenadine Rickey,Cocktail Classics,1,Juice of a Lime,0.5
Grenadine Rickey,Cocktail Classics,2,Grenadine,1.5
Thyme Collins,Vodka,1,Citrus-flavored vodka,2
Thyme Collins,Vodka,2,Mint syrup,1
Thyme Collins,Vodka,3,Fresh lemon juice,1
Thyme Collins,Vodka,4,Thyme sprig,1
Thyme Collins,Vodka,5,Bitter lemon soda,3
Thyme Collins,Vodka,6,Long thyme sprigs,2
Tabby Cat,Vodka,1,Dubonnet Rouge,2
Tabby Cat,Vodka,2,Orange-flavored vodka,1
Tabby Cat,Vodka,3,Orange Bitters,0.04
God Child,Cocktail Classics,1,Amaretto di Saronno,1
God Child,Cocktail Classics,2,Mr. Boston Vodka,1
God Child,Cocktail Classics,3,Heavy cream,1
Sweet Maria,Vodka,1,Vodka,1
Sweet Maria,Vodka,2,Amaretto,0.5
Sweet Maria,Vodka,3,half-and-half,0.5
Dirty Harry,Whiskies,1,Absinthe,1
Dirty Harry,Whiskies,2,Straight rye whiskey,2
Dirty Harry,Whiskies,3,Sweet Vermouth,0.5
Dirty Harry,Whiskies,4,Maraschino liqueur,0.25
Harvard Cocktail,Brandy,1,Brandy,1.5
Harvard Cocktail,Brandy,2,Sweet Vermouth,0.75
Harvard Cocktail,Brandy,3,Fresh lemon juice,0.5
Harvard Cocktail,Brandy,4,Grenadine,1
Harvard Cocktail,Brandy,5,Angostura Bitters,0.02
Gin and Milk Punch,Cocktail Classics,1,Powdered Sugar,1
Gin and Milk Punch,Cocktail Classics,2,Mr. Boston Gin,2
Gin and Milk Punch,Cocktail Classics,3,Milk,1
Surf Rider,Vodka,1,Vodka,2
Surf Rider,Vodka,2,Sweet Vermouth,0.5
Surf Rider,Vodka,3,Fresh orange juice,2
Surf Rider,Vodka,4,Fresh lemon juice,0.5
Surf Rider,Vodka,5,Grenadine,0.25
Dinah Cocktail,Whiskies,1,Bourbon whiskey,1.5
Dinah Cocktail,Whiskies,2,Fresh lemon juice,0.75
Dinah Cocktail,Whiskies,3,Simple Syrup,0.5
Tea Saronno,Cocktail Classics,1,Hot Tea,6
Tea Saronno,Cocktail Classics,2,Amaretto di Saronno,1.5
Tea Saronno,Cocktail Classics,3,Whipped cream,1
The Summer Of Love,Vodka,1,Orange-flavored vodka,2
The Summer Of Love,Vodka,2,Rose water,2
The Summer Of Love,Vodka,3,Lillet Blanc,1
The Summer Of Love,Vodka,4,Black raspberry liqueur,0.25
Devil's Soul,Whiskies,1,Straight rye whiskey,1.5
Devil's Soul,Whiskies,2,Mezcal,0.5
Devil's Soul,Whiskies,3,Amaro,0.5
Devil's Soul,Whiskies,4,Aperol,0.25
Devil's Soul,Whiskies,5,Elderflower liqueur,0.25
Deshler,Whiskies,1,Straight rye whiskey,1.5
Deshler,Whiskies,2,Dubonnet Rouge,0.5
Deshler,Whiskies,3,Triple Sec,0.25
Deshler,Whiskies,4,Angostura Bitters,0.04
T.N.T. No. 1,Cocktail Classics,1,Old Thompson Blended Whiskey,1.5
T.N.T. No. 1,Cocktail Classics,2,Absinthe Substitute,1.5
Stupid Cupid,Vodka,1,Citrus-flavored vodka,2
Stupid Cupid,Vodka,2,Sloe gin,0.5
Stupid Cupid,Vodka,3,Simple Syrup,1
Stupid Cupid,Vodka,4,Fresh lemon juice,1
Derby,Whiskies,1,Bourbon whiskey,2
Derby,Whiskies,2,Benedictine,0.25
Derby,Whiskies,3,Angostura Bitters,0.02
Stockholm 75,Vodka,1,"Lemon wedge, superfine sugar",NA
Stockholm 75,Vodka,2,Citrus-flavored vodka,0.75
Stockholm 75,Vodka,3,Simple Syrup,0.75
Stockholm 75,Vodka,4,Fresh lemon juice,0.75
Stockholm 75,Vodka,5,Chilled Champagne,3
The Delmarva Cocktail,Whiskies,1,Straight rye whiskey,2
The Delmarva Cocktail,Whiskies,2,Dry Vermouth,0.5
The Delmarva Cocktail,Whiskies,3,White creme de menthe,0.5
The Delmarva Cocktail,Whiskies,4,Fresh lemon juice,0.5
Sputnik,Vodka,1,Vodka,1.25
Sputnik,Vodka,2,Peach schnapps,1.25
Sputnik,Vodka,3,Fresh orange juice,3
Sputnik,Vodka,4,half-and-half,3
Gotham,Brandy,1,Absinthe or pastis,1
Gotham,Brandy,2,Brandy,3
Gotham,Brandy,3,Peach bitters,0.06
De La Louisiane,Whiskies,1,Straight rye whiskey,0.75
De La Louisiane,Whiskies,2,Sweet Vermouth,0.75
De La Louisiane,Whiskies,3,Benedictine,0.75
De La Louisiane,Whiskies,4,Absinthe or pastis,3
De La Louisiane,Whiskies,5,Peychaud's Bitters,0.06
The Debonair,Whiskies,1,Single-malt Scotch whisky,2.5
The Debonair,Whiskies,2,Ginger liqueur,1
Soviet,Vodka,1,Vodka,1.5
Soviet,Vodka,2,Amontillado sherry,0.5
Soviet,Vodka,3,Dry Vermouth,0.5
Daisy Dueller,Whiskies,1,Tennessee whiskey,2
Daisy Dueller,Whiskies,2,Fresh lemon juice,0.75
Daisy Dueller,Whiskies,3,Simple Syrup,0.75
Daisy Dueller,Whiskies,4,Triple Sec,0.5
Sonic Blaster,Vodka,1,Vodka,0.5
Sonic Blaster,Vodka,2,Light Rum,0.5
Sonic Blaster,Vodka,3,Creme de banana,0.5
Sonic Blaster,Vodka,4,Pineapple Juice,1
Sonic Blaster,Vodka,5,Orange juice,1
Sonic Blaster,Vodka,6,Cranberry Juice,1
Creole Lady,Whiskies,1,Bourbon whiskey,1.5
Creole Lady,Whiskies,2,Madeira,1.5
Creole Lady,Whiskies,3,Grenadine,1
Rum Coooler,Cocktail Classics,1,powdered sugar,0.08333333333333333
Rum Coooler,Cocktail Classics,2,carbonated water,2
Rum Coooler,Cocktail Classics,3,Mr. Boston Rum,1
Siberian Sleighride,Vodka,1,Vodka,1.25
Siberian Sleighride,Vodka,2,White creme de cacao,0.75
Siberian Sleighride,Vodka,3,White creme de menthe,0.5
Siberian Sleighride,Vodka,4,half-and-half,3
Cotton Club Flip,Whiskies,1,Vanilla-Infused Bourbon,2
Cotton Club Flip,Whiskies,2,Honey-Currant Syrup,0.5
Cotton Club Flip,Whiskies,3,Fresh Lime Juice,0.75
Cotton Club Flip,Whiskies,4,Egg White,1
Cotton Club Flip,Whiskies,5,Rhubarb bitters,0.04
Golden Dawn,Brandy,1,Apple Brandy,1
Golden Dawn,Brandy,2,Apricot-Flavored Brandy,0.5
Golden Dawn,Brandy,3,Gin,0.5
Golden Dawn,Brandy,4,Fresh orange juice,1
Golden Dawn,Brandy,5,Grenadine,1
Sidecar,Cocktail Classics,1,Cognac,1
Sidecar,Cocktail Classics,2,Triple Sec,1
Sidecar,Cocktail Classics,3,Fresh lemon juice,0.5
Sidecar,Cocktail Classics,4,Vodka,1.5
Sidecar,Cocktail Classics,5,Madeira,1
Sidecar,Cocktail Classics,6,Fresh orange juice and orange wheel,0.5
Shalom,Vodka,1,Vodka,1.5
Shalom,Vodka,2,Madeira,1
Shalom,Vodka,3,Fresh orange juice and orange wheel,0.5
Shalom,Vodka,4,Bourbon Whiskey,2
Shalom,Vodka,5,White creme de cacao,0.75
Shalom,Vodka,6,Fresh lemon juice,0.5
Commodore Cocktail,Whiskies,1,Bourbon Whiskey,2
Commodore Cocktail,Whiskies,2,White creme de cacao,0.75
Commodore Cocktail,Whiskies,3,Fresh lemon juice,0.5
Commodore Cocktail,Whiskies,4,Grenadine,1
Sea Breeze,Vodka,1,Vodka,1.5
Sea Breeze,Vodka,2,Cranberry Juice,4
Sea Breeze,Vodka,3,Fresh grapefruit juice,1
Screwdriver,Vodka,1,Vodka,1.5
Screwdriver,Vodka,2,Orange juice,5
Coffee Old-Fashioned,Whiskies,1,Bourbon whiskey,2
Coffee Old-Fashioned,Whiskies,2,Simple Syrup,0.75
Coffee Old-Fashioned,Whiskies,3,Angostura Bitters,0.04
Coffee Old-Fashioned,Whiskies,4,Cold brewed coffee,1
Coffee Old-Fashioned,Whiskies,5,Soda water,2
Dry Martini,Cocktail Classics,1,Mr. Boston Gin,1.6666666666666665
Dry Martini,Cocktail Classics,2,Dry Vermouth,0.3333333333333333
Salty Dog,Vodka,1,"Lemon wedge, coarse salt",NA
Salty Dog,Vodka,2,Vodka,1.5
Salty Dog,Vodka,3,Grapefruit Juice,5
Dr. Cook,Cocktail Classics,1,Mr. Boston Gin,0.75
Dr. Cook,Cocktail Classics,2,Lemon Juice,1
Dr. Cook,Cocktail Classics,3,Maraschino,1
Dr. Cook,Cocktail Classics,4,Egg White,1
Dillatini Cocktail,Cocktail Classics,1,Mr. Boston Gin,1.5
Dillatini Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Chi-Town Flip,Whiskies,1,Bourbon whiskey,2
Chi-Town Flip,Whiskies,2,Tawny port,0.75
Chi-Town Flip,Whiskies,3,Fresh lemon juice,0.75
Chi-Town Flip,Whiskies,4,Vanilla liqueur and 3 oz,0.75
Chi-Town Flip,Whiskies,5,Simple Syrup,0.25
Chi-Town Flip,Whiskies,6,Whole Egg and grated nutmet,1
Chef's Pain,Vodka,1,Bourbon whiskey,2
Chef's Pain,Vodka,2,Fresh Lime Juice,0.75
Chef's Pain,Vodka,3,Blackberry liqueur,0.5
Chef's Pain,Vodka,4,B & B,0.5
Sampan Shipwreck A,Vodka,1,Vodka,1.5
Sampan Shipwreck A,Vodka,2,Orange liqueur,0.5
Sampan Shipwreck A,Vodka,3,Canned coconut milk,0.5
Sampan Shipwreck A,Vodka,4,Cold brewed chai tea,0.5
Sampan Shipwreck A,Vodka,5,orgeat or almond syrup,0.5
Chas,Whiskies,1,Bourbon whiskey,1.5
Chas,Whiskies,2,Amaretto,0.25
Chas,Whiskies,3,Benedictine,0.25
Chas,Whiskies,4,Triple Sec,0.25
Chas,Whiskies,5,Orange curacao,0.25
Goat's Delight,Brandy,1,Brandy,1
Goat's Delight,Brandy,2,Kirschwasser,1.5
Goat's Delight,Brandy,3,half-and-half,0.25
Goat's Delight,Brandy,4,orgeat or almond syrup,1
Goat's Delight,Brandy,5,Absinthe or pastis,1
Russian Bear Cocktail,Vodka,1,Vodka,1
Russian Bear Cocktail,Vodka,2,White creme de cacao,0.5
Russian Bear Cocktail,Vodka,3,half-and-half,0.5
Character Development,Whiskies,1,Scotch Whiskey,2
Character Development,Whiskies,2,Coconut liqueur,0.5
Character Development,Whiskies,3,Dry Sherry,0.5
Character Development,Whiskies,4,Grapefruit bitters,0.04
Ruby Red,Vodka,1,Grapefruit-flavored vodka,2
Ruby Red,Vodka,2,Triple Sec,1.5
Ruby Red,Vodka,3,Fresh ruby red grapefruit juice,1.5
Ruby Red,Vodka,4,Fresh orange juice,1
Chaplin,Whiskies,1,Bourbon whiskey,0.75
Chaplin,Whiskies,2,Dry Sherry,0.75
Chaplin,Whiskies,3,Ramazzotti Amaro,0.75
Chaplin,Whiskies,4,Triple Sec,1
Chaplin,Whiskies,5,Orange Bitters,0.04
Rouxby Red,Vodka,1,"For glass Lemon wedge, coarse salt",NA
Rouxby Red,Vodka,2,Grapefruit-flavored vodka,1.5
Rouxby Red,Vodka,3,Fresh lemon juice,0.25
Rouxby Red,Vodka,4,Grapefruit Juice,0.75
Rouxby Red,Vodka,5,Campari,0.5
Rouxby Red,Vodka,6,Simple Syrup,0.5
